msg,label
 sir plz ye jo ap likhta ho share krdena ,0
 sir ye jo ap likh rha ho plz share kr dena ,0
 toh woh append ho jayega at krishna patil ,0
 at krishna patil concatenate will happen ,0
 price low rakhna ,0
 bro gan (generative adveserisl network) par 1 video bna do ,0
 plz start a series for different profiles in data science and we need a weekend qna like this ,0
 sir hybrid recommendation system par video bna do plz ,0
 sir mujhe hybrid recommendation banana h ,0
 sir mujhe hybrid recommendation system banana h ,0
 yes khana banana h ,0
 aur ek bar dekhna padega video ,0
 gonna revise this lecture for sure ,0
 sir interview questions bhi padha dena ,0
 command process krna ,0
 main cheez padna hai ,0
 ek baar or dekhna hoga ,0
 one more time dekhna pdega ,0
 sir apko lecture banana mae mehnat laga toh huma samjhna mae bhi time lagaga session was so amazing ,0
 hona bhi chahiye heavy lg rha thora ,0
 air alphabets qs dikhana pls ,0
 fir se dekhna padega ,0
 at krishna by practicing you will be familiar with these brackets then you dont have to think for a milliseconds ,0
 def repr likhna hoga ,0
 at veena la29 ohkay slightly smiling face ,0
 clear itna fast ekdum sahi hai ,0
 yes sir clear but khud sochna tough h thora ,0
 sir to ek super class bana skte jiske andar classes ho ,0
 pin likhna tha ,0
 pin dalna hai aap ,0
 sir pin dalna he vaha ,0
 pin dalna hai aap amount dla rhe h ,0
 sir pin dalna hai ,0
 pin dalana hai ,0
 pin dalna tha ,0
 pin dalna tha usme ,0
 sir ye wala suna hai koi to apkhi video me ,0
 patna bihar ,0
 sir books bhi suggest krte rehna aap ,0
 mechanical see hoon sir thoda hamara bhi dhyan rakhna sir ,0
 sir meine mail krr diya hai please check krr lena clapping hands ,0
 sir machine learning course join krna h hame mai msc cs ai ml last sem me hu help me ,0
 sir maine mail krdiya hai please check krlena ,0
 kal session please do it q and a i have a lot of question regarding resume making for data analyst and ml enginner ,0
 sir as i am not financially good i would like to enrolling in dsmp 1 but would it be enough to crack a basic level internship ,0
 sir i am unable to join discord server please check the issue ,0
 at bhaskar g g you remember class method and instance methods wahta ever methods that we use with arr those are instance methods np sin np max these are class methods np is alias name of numpy ,0
 editing is used in fillna() ,0
 at vinayak ganji for multiclass classification you can use but have to do slight modification to the algorithm ,0
 you can use all the methods by making different combinations ,0
 that means we can use histogram to show the frequency but we cannot add more functionality to it right little confusing ,0
 at braj bhooshan see the color bar of the plot in this colorbar the darkness tells the value analysis the graph again and can understand ,0
 we can use directly print(f hi my name{sharad} i am a {student} ) this is very f string method ,0
 i am in my final year and should take this course i do not know about data science means i am completely beginner ,0
 at navneet negi ravel is in numpy mudule ,0
 at eee 0013 abhishek nayak numpy check that is it possible to change the shape to the small array to larger array by those rules then numpy will change the shape of small array ,0
 i have done hotel management is it possible to switch data analytics from hotel jobs ,0
 i have done hotel management is it possible to get into data analytics after certification course ,0
 i have done hotel management is it possible to get into data analytics ,0
 i am vishal and i m energy analyst with 6 years experience is it okay to move in core data science field ,0
 sir apne label encoder wali video me btaya tha ki should be used only on the output columns for encoding we should use ordinal encoder with categories set to auto ,0
 at saptarshi sanyal isna() and isnull() there is absolutely no difference the source code reveals that their implementations are exactly the same both are used to check for missing values ( nan ) ,0
 diff between nan and null becasue we are using isnull() ,0
 i am from aeronautical side pls keep some projects from aviation also ,0
 vo def ke andar hai lekin last me def ke bahar h name aa rha h ,0
 at eee 0013 abhishek nayak yes ek bar batsman run sum ke liye then for count no of centuries ,0
 loc ke liye dikhane wale daant use krte and iloc ke liye khnae wale dant ,0
 key error its means it taking hashmap internally in case of custom index ,0
 sir full knowledge hone ke bad bhi interview me nahi ho raha hai ,0
 at nigil ke unfortunately no ,0
 wlln slln bhi dekh lenaa bhai clt ke sath ,0
 q1 user id ko primary key nahi banaya while creating a table ,0
 sir dsa anaa chahiye data science ke liye thinking face ,0
 pyspark ke bare me playlist banao sir ,0
 data engg ke bare me bhi playlist banao ,0
 so until () de rahe hai wo func ke andar nahi aayega ,0
 name is a promary key right sir and ,0
 there could be multiple same names in the table so it cannot be a primary key ,0
 alternate key ,0
 saturday ke video upload hoge nah ,0
 object ke through content change ho raha hai reference nahi ,0
 whatsapp pe payment dsmp 2 0 ka message nahi aaya ,0
 at eee 0013 abhishek nayak google karo sab milega rolling on the floor laughing rolling on the floor laughing ,0
 finally ka usecase pls explain once more ,0
 mere ko pura bhrosa hai sir aap katonge nahi ,0
 thank you sir bht mehnat kar rahe aap really grinning face with sweat ,0
 sir vo boya ka mic lelo nah ,0
 name ka indentation ,0
 parent class me self ka bad name nhi likhe apne ,0
 dan daulat izzat sab inherit kardiya bollywod nepotism kids ex ananya arjun t kaporr ,0
 aap ka property baap ka nahi hoga this the irony smirking face smirking face smirking face ,0
 infytq ka link bhej do nah sir ,0
 notepad ( question) share kar djiyega please currrent class ka and previous class ka nahin to description mein add kar dijiye ,0
 salmon bhai se doori banaiye kehi foothpath pe mil gey ato kand ho jaye ga ,0
 par sir aap average to kar sakte hai for missing value to fill nan ,0
 sir deep learning ka roadmap banayie ,0
 sir sql ka task nahi load ho rha hai sir plss reply ,0
 sir ye slow chat enabled hai apne 2 min ka slow chat kara hai isliye msg jaldi send nahi kar pare mast class tha sir ekdam pls teach markdown very useful ,0
 dynamic array se kuch relation h touple ka ,0
 sir comprehension ka concept clear nahi ho paya ,0
 samjh to aa raha hai magar task ka nahi pata ,0
 dictionary pass karne se automatically keys index ban jante hai ,0
 sir analytical skill improve karne ke liye kuch resources bato ,0
 sir upsc ka naam mt liya karo dill dhukta hai ,0
 sr ji desrilization and serilazation ke bad ka code nahi dikh raha hai google colab me ,0
 sir data analytic ka bara ma video bno ,0
 sir ek project sir esha bnao jha pr xml file ka use hota h image classification me please sir ,0
 sir hum analysis to data cleaning ke baad karate hai ,0
 machine learning ka interview question banawo ,0
 meine pay kardiya kuch problem to nahi hoga ,0
 at divya kanaujiya i had sended the joining link on discord ,0
 sir 8 ghanta ka analysis mein 7 ghanta bas cleaning mein chalagya its true ,0
 user id and manager id best example ho skta h self join ka jaha user id me we have all the user id including employee and manager ,0
 sir main pakistan say hn is lye option nahe ata buy karne ka ,0
 squre bracket me movies ka nam dalne se ho jage ga ,0
 student ka bid bhi to brach me foreign key hoga nah ,0
 at karan paigude yes works on strings too concatenation ,0
 at kanishk 30 questions bolaa naa ,0
 sir data analytics ka roadmap de do jese machine learning ka diya h ,0
 sir final year ke liye majore project s suggest karonge sir please ,0
 sir pehle elimination use kar lete hai fir exhaustive ,0
 interview mai puche jane wale sawal kai upar ek series banao sir ,0
 sir ek telegram group banao jisme sab ek dusre ke error share kar sake jisse errors jaldi solve hoge ,0
 make playlist on kaggle dataset eda analysis ,0
 make playlist on kaggle dataset eda analysis grinning face ,0
 yt yt make playlist on kaggle dataset eda analysis yt yt ,0
 sir data analytics ka course kr skta hun qki me arts student hun ,0
 kaafi jabardast tha aaj ka session bohot kuch naya sikha fire fire fire ,0
 pretical kar ke battao naa ,0
 kolar karnataka india ,0
 me phd kar rha hun nlp pe aapke video se kaphi faida hua basic clear krne me please nlp se related resources ki ek video banao aap ,0
